dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat.publisher_type;dcat.conforms_to;dcat.temporal_coverage_start;dcat.temporal_coverage_end;dcat.accessRights;dcat.relation;inspire.theme;inspire.type;inspire.file_identifier;inspire.hierarchy_level;inspire.hierarchy_level_name;inspire.spatial_resolution;inspire.topologic_consistency;inspire.contact_individual_name;inspire.contact_position;inspire.contact_address;inspire.contact_email;inspire.identification_purpose;inspire.extend_description;inspire.extend_bounding_box_westbound_longitude;inspire.extend_bounding_box_eastbound_longitude;inspire.extend_bounding_box_southbound_latitude;inspire.extend_bounding_box_northbound_latitude;default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.parent_domain;default.update_frequency;custom.frequence;custom.cycle;custom.periodicity;pigma.identifiant-pigma;pigma.lien-pigma;pigma.origine;pigma.frequence;pigma.remarque_frequence;datasetid
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Objet linéaire du PCRS : infrastructure de transport;"<div class=""dico"" style=""font-size: 12.495px;""> <a class=""ods-button dico-button"" href=""https://data.bordeaux-metropole.fr/dicopub/#/dico#cr_objet_infra_l"" target=""_blank"">     <div class=""dico-img-div"">      <img alt=""picto dictionnaire public"" class=""dico-img"" src=""https://opendata.bordeaux-metropole.fr/assets/theme_image/dico_big.png""/>     </div><small class=""dico-lib"" style=""font-size: 9.996px;"">Dictionnaire Public</small></a>   </div><p>Ce jeu de donnée référence les Objets linéaires du PCRS du thème ""Infrastructure de transport"".<br>Le Plan Corps de Rue Simplifié (PCRS) est constitué et actualisé sur Bordeaux Métropole dans le cadre de la réforme anti-endommagement des réseaux de 2012 afin de servir de référentiel géographique de précision pour la sécurisation des interventions à proximité des réseaux en tant que support à la localisation des réseaux dans les réponses aux déclarations de travaux (DT et DICT). Le PCRS sur Bordeaux Métropole est une restitution d'objets vecteur 3D avec une classe de précision de [3 cm] en XY et Z pouvant servir à d’autres usages allant au-delà de la réglementation anti-endommagement pour laquelle il a été initialement constitué. </p>     <hr id=""horizontalrule""/>   <p>Ce jeu de données est disponible dans un format additionnel :  <br></p>   <p><a class=""ods-button"" href=""https://fr.ftp.opendatasoft.com/scnbdx/DWG/CR_OBJET_INFRA_L.dwg"">Téléchargement au format AutoCAD DWG  </a></p>";Observation / connaissance du territoire;pcrs,public,domaine,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2025-10-22T10:23:16+00:00;False;True;2025-10-22T10:23:16+00:00;2026-03-30T20:14:17.489000+00:00;fr_70_243300316;False;Bordeaux Métropole;LineString;"{""coordinates"": [[[-0.46023907139897346, 45.03609440289438], [-0.8834290411323309, 45.03609440289438], [-0.8834290411323309, 44.7417652560398], [-0.46023907139897346, 44.7417652560398], [-0.46023907139897346, 45.03609440289438]]], ""type"": ""Polygon""}";Bordeaux Métropole;;969783;;;;;;;False;;;Trimestrielle;Finalisé;Irrégulière;;;;;;cr_objet_infra_l
;2012-09-20;Ville de Bordeaux;DPT;;;Semestrielle;;;Objet;Précision : Bonne, Exhaustivité : Totale;;;;;;;;;;;;;;;;;;;;;;;;Mobiliers Urbains : Distributeurs propreté de la ville de Bordeaux;Liste et emplacement des distributeurs de poches sur le domaine public. ;Infrastructure physique (réseau);Cartographie,Chiens,Déjections,Distributeurs,Mobilier urbain,SIG;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2026-03-31T04:03:03+00:00;False;True;2026-03-31T04:03:03+00:00;2026-03-31T04:03:03.473000+00:00;fr_80_33063;False;Bordeaux;Point;"{""coordinates"": [[[-0.5389170628041029, 44.879531473852694], [-0.6355359312146902, 44.879531473852694], [-0.6355359312146902, 44.81305912602693], [-0.5389170628041029, 44.81305912602693], [-0.5389170628041029, 44.879531473852694]]], ""type"": ""Polygon""}";Ville de Bordeaux;;195;;;;;;;False;;;Quotidienne;Finalisé;Semestrielle;;;;;;bor_sigdistributeurs
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Budget primitif 2022 du CCAS de la ville de Bordeaux;Crédits votés au budget primitif par nature au niveau des chapitres.;Finances;budget,finances,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;Europe/Paris;2023-09-27T14:40:43+00:00;False;True;2023-09-27T14:40:43+00:00;2025-06-02T08:11:51.052000+00:00;fr_80_33063;False;Bordeaux;;;CCAS de la ville de Bordeaux;;191;;;;;;;False;;;Millésimée;Finalisé;Annuelle;;;;;;bor_ccas_budget_primitif_2022
;;;;;;;;;;;;;;;;;Ville de Bordeaux,Transport,opendata,circulation,données ouvertes,radar,historique des mesures,CI_RADAR_PEDA_P,CI_RADAR_PEDA,CI_RADAR_PEDAGO_REPARTITION_VITESSE_A,CI_RADAR_PEDAGO_REPARTITION_VITESSE;;344076c2-d316-4738-826d-e3b0ea38a13b;;;;;Direction des Infrastructures et Déplacements;;;;Ce jeu de données a pour objectif de montrer la position des Radars Pédagogiques. Il a été mis en place à destination des élus afin qu'ils puissent savoir où se trouvent les radars, informer les riverains sur les vitesses relevés versus les les vitesses perçues et éventuellement les déplacer, afin de procéder à des opérations de sensibilisations des conducteurs.;Ville de Bordeaux;-0.8835;-0.44377;44.730085;45.04764;Répartition des véhicules par vitesses mesurées par les radars pédagogiques de Bordeaux (millesimé);"<p>Ce jeu présente le nombre de véhicules* mesurés par plage de de vitesse et par jour, captés par les radars pédagogiques équipés d'un modem permettant la remontée automatique des données. La profondeur d'historique maximale de ce jeu est fixée à 3 ans.</p>
<p>*véhicule : Lorsqu’un radar détecte la présence de véhicule(s), il en mesure la vitesse selon un intervalle de temps (toutes les 1 à 10 secondes en fonction de son paramétrage propre) et ce, tant qu'il repère un véhicule.
Nous comptabilisons l'ensemble des mesures réalisées par le radar et donc il est possible que plusieurs mesures/comptages soient pris pour un même véhicule.</p>
<div class=""alert alert-warning"" id=""info-freq"" style=""color: #664d03; background-color: #fff3cd; border-color: #ffecb5; position: relative; padding: 1rem 1rem;margin-bottom: 1rem; border: 1px solid transparent; border-radius: .25rem;"">   <p>Suite à l'arrêt de l'expérimentation de télérelève des comptages des radars pédagogiques, <b>ce jeu de donnée est millésimé </b> (il ne sera donc plus mis à jour).</p>  </div>
<hr/>   <p>Ce jeu de données peut être mis en relation avec <a href=""/explore/dataset/ci_radar_peda_p"" target=""_blank"">les Radars pédagogiques de Bordeaux</a></p>";Transports/mobilité;circulation,data-gouv,radar,capteur;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2024-02-02T08:33:54+00:00;False;True;2024-02-02T08:33:54+00:00;2026-03-29T17:07:44.478000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;32041;;;;;;;False;;;Millésimée;Finalisé;;;https://www.pigma.org/geonetwork/srv/fre/catalog.search#/metadata/344076c2-d316-4738-826d-e3b0ea38a13b;A l'origine, le positionnement des radars pédagogiques était géré dans un fichier Excel. Ce jeu de données est donc issu d'un géocodage des adresses du fichier d'origine sur le SIG de Bordeaux Métropole. Cette opération a été réalisée  en interne. Les données attributaires sont générées en fonction du type de radars. Pour les nouveaux radars, leur positionnement est saisi à partir de l'orthophoto depuis une application dédiée sur Geo. Les mises à jour sont réalisées 2 fois par an en fonction de l'installation, le déplacement ou la suppression de radars pédagogiques.;Deux fois par an;les mises à jour sont réalisées tous les 6 mois environ, à partir de l'installation, le déplacement ou la suppression de radars pédagogiques Si un ajout de radar est effectué, la mise jour est réalisée immédiatement;ci_radar_pedago_repartition_vitesse_a
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Marchés Publics de Bordeaux Métropole et des communes mutulalisées- depuis 2024;"<p><span style=""font-size: 12.495px;"">Liste des marchés publics de Bordeaux Métropole depuis 2024.</span></p><p><span style=""font-size: 12.495px;"">Cette donnée est exposée selon <a href=""https://schema.data.gouv.fr/139bercy/format-commande-publique/2.0.2/"" target=""_blank"">le schéma national des données essentielles de la commande publique v2.0.2</a><br></span><br></p>";Commande Publique;marchés publics,notifiés,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2025-07-17T08:17:39+00:00;False;True;2025-07-17T08:17:39+00:00;2025-07-17T08:17:40.054000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;1568;;;;;;;False;;;Millésimée;Finalisé;Mensuelle;;;;;;met_marches_publics_2024
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Budget primitif 2011 de Bordeaux Métropole;Budget primitif pour l'année 2011 de Bordeaux Métropole.;Finances;primitif,finance,budget,2011,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;;;;2019-04-03T15:46:01+00:00;False;False;2021-01-19T21:26:05+00:00;2025-06-02T08:07:32.367000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;2391;;;;;;;False;;;Millésimée;Finalisé;;;;;;;budget_primitif_2011
;;;;;;;;;;;;;;;;;communauté urbaine,Services d'utilité publique et services publics,Services d'utilité publique,perméabilité,opendata,données ouvertes,lithologie,EN_PERMEABILITE_P,EN_PERMEABILITE,profondeur de nappe;;9a8019ae-ca8b-4388-8bd5-48dbc82e5ac6;;;;;Direction gestion des déchets et propreté;;;;A partir de la concaténation des essais réalisés ces dernières années, les données présentent les caractéristiques  favorables au transit vertical de l'eau, et donc à son infiltration sur le  territoire métropolitain.;Bordeaux Métropole;-0.8835;-0.44377;44.730085;45.04764;Perméabilité des sols;"       <div class=""dico""> <a class=""ods-button dico-button"" href=""https://data.bordeaux-metropole.fr/dicopub/#/dico#en_permeabilite_p"" target=""_blank"">     <div>      <div class=""dico-img-div"">       <img alt=""picto dictionnaire public"" class=""dico-img"" src=""/assets/theme_image/dico_big.png""/>      </div><small class=""dico-lib"">Dictionnaire Public</small>     </div></a>   </div>   <br>   <p> Ce jeu de données représente, sous la forme d'objets ponctuels, le résultat des essais de perméabilité des sols sur le territoire de Bordeaux Métropole.</p>
<p>Ce jeu de données résulte de l'agrégat de différentes sources qui répertorient les ouvrages souterrains sur le territoire de Bordeaux Métropole. Il donne à voir les grandes tendances des facteurs d'infiltration à l'échelle de la Métropole. Il n'engage en rien la responsabilité de Bordeaux Métropole.</p>   <hr id=""horizontalrule""/>   <p> Ce jeu de données est disponible dans un format additionnel : <br> </p>   <p> <a class=""ods-button"" href=""https://fr.ftp.opendatasoft.com/scnbdx/DWG/EN_PERMEABILITE_P.dwg""> Téléchargement au format AutoCAD DWG </a> </p>  ";Eau et assainissement;data-gouv,eau,pluvial,perméabilité;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2026-03-31T03:26:09+00:00;False;True;2026-03-31T03:26:09+00:00;2026-03-31T03:26:09.494000+00:00;fr_70_243300316;False;Bordeaux Métropole;Point;"{""coordinates"": [[[-0.46458492055535316, 45.02488255966455], [-59.01697687804699, 45.02488255966455], [-59.01697687804699, -89.99999731779099], [-0.46458492055535316, -89.99999731779099], [-0.46458492055535316, 45.02488255966455]]], ""type"": ""Polygon""}";Bordeaux Métropole;;1294;;;;;;;False;;;Quotidienne;Finalisé;Irrégulière;;https://www.pigma.org/geonetwork/srv/fre/catalog.search#/metadata/9a8019ae-ca8b-4388-8bd5-48dbc82e5ac6;Les données sont issues d'un projet de thèse au sein du BRGM, financé en R&D par la SABOM, la Régie de l'Eau Bordeaux Métropole et Bordeaux Métropole.  Les données résultent de l'agrégation de données métropolitaines et de données issues de la littérature.;;Lorsque nécessaire;en_permeabilite_p
;;;;;;;;;;;;;;;;;communauté urbaine,opendata,données ouvertes,CI_MESURES_A,CI_MESURES,circulation,chantier,arrêté de circulation,voirie,domaine public;;107cee09-9131-426c-8084-1f503b145cf8;;;;;Service coordination Direction proximité;;;;Ce jeu de donnée est créé dans le logiciel Litteralis lors de l'instruction des arrêtés de circulation temporaire à la suite d'une demande de chantier. Il a été intégré dans le SIG de Bordeaux Métropole pour partager avec les services bénéficiaires et les citoyens la localisation de ces chantiers ainsi que les autorisations et les mesures modifiant les conditions de circulation et de stationnement des voies à Bordeaux. Ces données sont consultables pour le public sur le site http://plan.bordeaux.fr et téléchargeable en opendata.;Bordeaux;-0.638685984986098;-0.533667336821741;44.8107936315786;44.9162036155579;Mesures associées aux chantiers réalisés sur Bordeaux et Mérignac;"<p>Liste des mesure associées aux <a href=""https://opendata.bordeaux-metropole.fr/explore/dataset/ci_emprise_a/information/"" target=""_blank"">emprises</a> des <a href=""https://opendata.bordeaux-metropole.fr/explore/dataset/ci_acte_a/information"" target=""_blank"">actes</a> des <a href=""https://opendata.bordeaux-metropole.fr/explore/dataset/ci_chantier/information"" target=""_blank"">chantiers</a> modifiant les conditions de circulation et de stationnement sur les villes de Bordeaux et Mérignac.<br></p>";Transports/mobilité;circulation,Travaux;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2026-03-31T03:17:51+00:00;False;True;2026-03-31T03:17:51+00:00;2026-03-31T03:17:51.941000+00:00;fr_80_33063,fr_80_33281;False;Bordeaux,Mérignac;;;Ville de Bordeaux;;1103;;;;;;;False;;;Quotidienne;Mettre en forme;Quotidienne;;https://www.pigma.org/geonetwork/srv/fre/catalog.search#/metadata/107cee09-9131-426c-8084-1f503b145cf8;Ce jeu de donnée est créé dans le logiciel Litteralis lors de l'instruction des arrêtés de circulation temporaire à la suite du dépôt  en mairie de dossiers de chantiers par tout administré.  Les données attributaires sont saisies par l'instructeur. Pour des raisons techniques (géométrie multipoint non supportée pour 3 jeux de données géographiques CI_CHANTIER_* (ponctuel/linéaire/surfacique)), ce jeu de données n'est pas intégré dans l'entrepot SIG de Bordeaux Métropole (MétroPUB), mais il récupéré chaque nuit sur le serveur géo pour être diffusé via le webservice WFS vers Carto WEB, plan bordeaux.fr et sur le portail opendata.;Quotidienne;Les mises à jour sont effectuées chaque jour dans Litteralis en fonction du passage au statut 'actif' d'un arrêté temporaire de circulation et les supprime une fois l'acte réputé caduque. Le transfert des données est réalisé chaque nuit vers le serveur géo permettant ainsi de bénéficier des données à jour à J+1 dans  Carto WEB, plan bordeaux.fr et sur le portail opendata.;ci_mesure_a
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Schéma Directeur ""IRVE"" 2023";"         
<p>Ce jeu de données représente l’inventaire des points de recharges pour véhicules électriques de Bordeaux Métropole à l’échelle du maillage IRIS en 2023. Il regroupe les points de charge des acteurs privés et publics. Ces derniers ayant pour but de dynamiser l’investissement des acteurs privés dans ce domaine afin d’aboutir à une offre optimale des points de charge dans toute la métropole.</p>  <br/>
<p>Notons que cet inventaire datant de juillet 2023 est variable car de nouvelles stations sont régulièrement mises en service.  
</p>  ";Transports/mobilité;recharge,véhicules,stationnement,borne,mobilité,circulation,électrique,alternative,data-gouv,schéma directeur;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;;;;2023-09-01T08:23:35+00:00;False;True;2023-09-01T08:23:35+00:00;2025-06-02T08:08:12.050000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;277;;;;;;;False;;;Millésimée;Finalisé;;;;;;;met_sdirve
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Comptage du trafic 2023 Bordeaux Métropole;"Bordeaux Métropole a installé un réseau de capteurs pour évaluer l'état de la circulation sur son territoire. Ce trafic peut être consulté en temps réel sur http://sedeplacer.bordeaux-metropole.fr/
<p>Ce jeu présente des données alphanumériques qui informent sur les valeurs moyennes annuelles à l'heure de pointe du matin (HPM), heure de pointe du soir (HPS) et trafic moyen des jours ouvrés (TMJO) à l’aide des données de huit semaines de référence hors vacances scolaires.</p><div><hr style=""font-size: 12.495px;""/><p>Ce jeu de données peut être mis en relation avec <a href=""https://opendata.bordeaux-metropole.fr/explore/dataset/pc_capte_p"" target=""_blank"">la localisation des compteurs de trafic</a> à partir de la référence du compteur (attribut capteur).</p></div>";Transports/mobilité;automobile,débit,véhicule,poids lourds,routier,trafic,voitures,comptage,circulation,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;;;;2024-02-09T11:36:46+00:00;False;False;2024-02-09T12:34:22+00:00;2025-06-02T08:08:21.201000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;345;;;;;;;False;;;Millésimée;Finalisé;Annuelle;;;;;;comptage-du-trafic-2023-bordeaux-metropole
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Marchés Publics de la Ville de Bordeaux - de 2018 à 2024;<p>Liste des marchés publics de la ville de Bordeaux depuis 2018.</p>;Commande Publique;marchés publics,notifiés,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2024-06-25T13:10:55+00:00;False;True;2024-06-25T13:10:55+00:00;2025-06-02T08:08:31.305000+00:00;fr_80_33063;False;Bordeaux;;;Ville de Bordeaux;;668;;;;;;;False;;;Millésimée;Finalisé;Annuelle;;;;;;bor_marchespublics
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Objet linéaire du PCRS : espace vert, topographie et hydrographie;"<div class=""dico"" style=""font-size: 12.495px;""> <a class=""ods-button dico-button"" href=""https://data.bordeaux-metropole.fr/dicopub/#/dico#cr_objet_nature_l"" target=""_blank"">     <div class=""dico-img-div"">      <img alt=""picto dictionnaire public"" class=""dico-img"" src=""https://opendata.bordeaux-metropole.fr/assets/theme_image/dico_big.png""/>     </div><small class=""dico-lib"" style=""font-size: 9.996px;"">Dictionnaire Public</small></a>   </div><p>Ce jeu de donnée référence les Objets linéaires du PCRS du thème ""Espace vert, topographie et hydrographie"".<br>Le Plan Corps de Rue Simplifié (PCRS) est constitué et actualisé sur Bordeaux Métropole dans le cadre de la réforme anti-endommagement des réseaux de 2012 afin de servir de référentiel géographique de précision pour la sécurisation des interventions à proximité des réseaux en tant que support à la localisation des réseaux dans les réponses aux déclarations de travaux (DT et DICT). Le PCRS sur Bordeaux Métropole est une restitution d'objets vecteur 3D avec une classe de précision de [3 cm] en XY et Z pouvant servir à d’autres usages allant au-delà de la réglementation anti-endommagement pour laquelle il a été initialement constitué.</p>     <hr id=""horizontalrule""/>   <p>Ce jeu de données est disponible dans un format additionnel :  <br></p>   <p><a class=""ods-button"" href=""https://fr.ftp.opendatasoft.com/scnbdx/DWG/CR_OBJET_NATURE_L.dwg"">Téléchargement au format AutoCAD DWG  </a></p>";Infrastructure physique (réseau);pcrs,public,domaine,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2025-12-31T23:56:07+00:00;False;True;2025-12-31T23:56:07+00:00;2026-03-30T20:14:11.161000+00:00;fr_70_243300316;False;Bordeaux Métropole;LineString;"{""coordinates"": [[[-0.46023907139897346, 45.036108484491706], [-0.8834289573132992, 45.036108484491706], [-0.8834289573132992, 44.74177548196167], [-0.46023907139897346, 44.74177548196167], [-0.46023907139897346, 45.036108484491706]]], ""type"": ""Polygon""}";Bordeaux Métropole;;149432;;;;;;;False;;;Quotidienne;Finalisé;Quotidienne;;;;;;cr_objet_nature_l
